Pickup Location,Drop Location,Total_Bookings,Completed_Bookings,Cancelled_Bookings,Revenue,Avg_Ride_Distance,Avg_Booking_Value,Completion_Rate,Cancellation_Rate
Chirag Delhi,Noida Sector 18,4,2,1,658.0,36.72,329.0,50.0,25.0
Raj Nagar Extension,Aya Nagar,4,2,2,935.0,11.28,467.5,50.0,50.0
Civil Lines Gurgaon,Keshav Puram,4,4,0,1609.0,32.88,402.25,100.0,0.0
Raj Nagar Extension,Mansarovar Park,4,3,0,1945.0,37.26,648.33,75.0,0.0
Uttam Nagar,Pitampura,4,2,2,999.0,27.72,499.5,50.0,50.0
Uttam Nagar,Karkarduma,4,2,2,400.0,27.96,200.0,50.0,50.0
Raj Nagar Extension,Manesar,4,2,1,437.0,35.68,218.5,50.0,25.0
Sadar Bazar Gurgaon,Cyber Hub,4,2,1,1205.0,7.92,602.5,50.0,25.0
Raj Nagar Extension,Chhatarpur,4,1,2,268.0,8.82,268.0,25.0,50.0
Raj Nagar Extension,Mandi House,4,4,0,1506.0,24.34,376.5,100.0,0.0
Old Gurgaon,Moolchand,4,2,0,804.0,26.62,598.0,50.0,0.0
Raj Nagar Extension,Badshahpur,4,2,2,731.0,33.08,365.5,50.0,50.0
Okhla,Seelampur,4,2,2,965.0,34.01,482.5,50.0,50.0
Civil Lines Gurgaon,Kashmere Gate,4,3,1,2229.0,32.49,743.0,75.0,25.0
Chirag Delhi,Manesar,4,4,0,2008.0,23.47,502.0,100.0,0.0
Civil Lines Gurgaon,Karkarduma,4,3,1,596.0,6.05,198.67,75.0,25.0
Raj Nagar Extension,Malviya Nagar,4,2,1,1456.0,13.86,621.33,50.0,25.0
Uttam Nagar,Noida Film City,4,4,0,2013.0,23.91,503.25,100.0,0.0
Raj Nagar Extension,Dwarka Sector 21,4,3,0,1104.0,29.53,313.0,75.0,0.0
Okhla,Nehru Place,4,4,0,2066.0,29.87,516.5,100.0,0.0
Civil Lines Gurgaon,Welcome,4,3,1,2088.0,6.44,696.0,75.0,25.0
Okhla,Vidhan Sabha,4,2,1,1103.0,11.07,551.5,50.0,25.0
Ambience Mall,Sarai Kale Khan,4,2,2,1733.0,22.36,866.5,50.0,50.0
Uttam Nagar,Nehru Place,4,1,2,867.0,25.84,664.5,25.0,50.0
Anand Vihar,Laxmi Nagar,4,3,0,1899.0,27.6,500.25,75.0,0.0
Ambience Mall,Shahdara,4,4,0,1634.0,15.06,408.5,100.0,0.0
Anand Vihar,Greater Noida,4,3,1,2456.0,24.66,818.67,75.0,25.0
Civil Lines Gurgaon,Shastri Nagar,4,2,2,1278.0,41.44,639.0,50.0,50.0
Old Gurgaon,Sarojini Nagar,4,2,1,631.0,19.36,279.67,50.0,25.0
Old Gurgaon,Sarai Kale Khan,4,2,2,1567.0,24.88,783.5,50.0,50.0
Uttam Nagar,Sarojini Nagar,4,1,2,1290.0,17.14,1290.0,25.0,50.0
Civil Lines Gurgaon,Seelampur,4,2,2,807.0,38.26,403.5,50.0,50.0
Okhla,Lajpat Nagar,4,2,2,705.0,16.74,352.5,50.0,50.0
RK Puram,Udyog Vihar,4,4,0,1572.0,22.75,393.0,100.0,0.0
Raj Nagar Extension,Kadarpur,4,2,1,484.0,31.82,242.0,50.0,25.0
Okhla,Vasant Kunj,4,1,2,186.0,3.12,218.0,25.0,50.0
Raj Nagar Extension,Patel Chowk,4,2,1,771.0,21.7,385.5,50.0,25.0
Chirag Delhi,Pulbangash,4,3,0,1871.0,28.22,623.67,75.0,0.0
Civil Lines Gurgaon,Chanakyapuri,4,3,1,1421.0,25.13,473.67,75.0,25.0
RK Puram,Vaishali,4,1,2,483.0,24.26,534.0,25.0,50.0
Civil Lines Gurgaon,Chandni Chowk,4,3,0,2286.0,28.13,762.0,75.0,0.0
Anand Vihar,Govindpuri,4,1,2,850.0,12.79,675.5,25.0,50.0
Ramesh Nagar,IFFCO Chowk,4,2,1,938.0,38.34,469.0,50.0,25.0
Chirag Delhi,Chhatarpur,4,4,0,2066.0,15.33,516.5,100.0,0.0
Raj Nagar Extension,Pragati Maidan,4,3,1,3699.0,23.66,1233.0,75.0,25.0
Old Gurgaon,Jor Bagh,4,3,0,2161.0,33.02,720.33,75.0,0.0
Civil Lines Gurgaon,Botanical Garden,4,3,1,872.0,18.44,290.67,75.0,25.0
Ambience Mall,Rajouri Garden,4,3,1,1064.0,31.03,354.67,75.0,25.0
Old Gurgaon,IFFCO Chowk,4,1,1,117.0,17.47,338.5,25.0,25.0
Old Gurgaon,Sohna Road,4,4,0,2185.0,28.24,546.25,100.0,0.0
Civil Lines Gurgaon,Vinobapuri,4,4,0,1090.0,23.31,272.5,100.0,0.0
Raj Nagar Extension,Govindpuri,4,1,2,309.0,13.45,309.0,25.0,50.0
Civil Lines Gurgaon,Vidhan Sabha,4,2,1,2034.0,12.24,1017.0,50.0,25.0
Anand Vihar,Shastri Nagar,4,3,1,902.0,26.2,300.67,75.0,25.0
Old Gurgaon,Shivaji Park,4,1,3,619.0,37.84,619.0,25.0,75.0
Ambience Mall,Rithala,4,3,0,1325.0,26.83,441.67,75.0,0.0
Uttam Nagar,Govindpuri,4,0,4,0.0,,,0.0,100.0
Okhla,Yamuna Bank,4,3,0,1562.0,27.76,502.75,75.0,0.0
Old Gurgaon,IGI Airport,4,4,0,1737.0,30.78,434.25,100.0,0.0
Okhla,Karol Bagh,4,2,1,405.0,25.07,238.33,50.0,25.0
Anand Vihar,Gurgaon Sector 29,4,2,1,728.0,33.52,364.0,50.0,25.0
Sadar Bazar Gurgaon,Ashok Vihar,4,4,0,1302.0,25.36,325.5,100.0,0.0
Anand Vihar,Gurgaon Railway Station,4,1,2,134.0,23.01,134.0,25.0,50.0
Old Gurgaon,Shahdara,4,4,0,3745.0,30.01,936.25,100.0,0.0
Raj Nagar Extension,Punjabi Bagh,4,3,0,1338.0,18.74,425.75,75.0,0.0
Civil Lines Gurgaon,Subhash Nagar,4,1,1,1347.0,32.84,1027.5,25.0,25.0
Old Gurgaon,IIT Delhi,4,3,0,1800.0,6.92,603.25,75.0,0.0
Old Gurgaon,Seelampur,4,2,1,968.0,10.42,484.0,50.0,25.0
Uttam Nagar,Green Park,4,4,0,3014.0,10.54,753.5,100.0,0.0
Ramesh Nagar,Ghitorni,4,2,1,961.0,16.3,480.5,50.0,25.0
Civil Lines Gurgaon,Saket A Block,4,2,1,397.0,18.27,558.33,50.0,25.0
Ambience Mall,Sohna Road,4,4,0,1731.0,23.0,432.75,100.0,0.0
RK Puram,Vishwavidyalaya,4,2,2,915.0,33.37,457.5,50.0,50.0
Old Gurgaon,Jama Masjid,4,4,0,1638.0,23.43,409.5,100.0,0.0
Civil Lines Gurgaon,Raj Nagar Extension,4,4,0,1837.0,21.37,459.25,100.0,0.0
Uttam Nagar,Saket A Block,4,2,1,727.0,14.9,276.33,50.0,25.0
Sadar Bazar Gurgaon,Badshahpur,4,1,2,1057.0,19.69,1057.0,25.0,50.0
Chirag Delhi,Govindpuri,4,3,1,636.0,29.67,212.0,75.0,25.0
Chirag Delhi,Palam Vihar,4,0,3,0.0,18.52,932.0,0.0,75.0
Sadar Bazar Gurgaon,Bahadurgarh,4,4,0,1085.0,24.78,271.25,100.0,0.0
Chirag Delhi,Greater Kailash,4,2,2,275.0,20.82,137.5,50.0,50.0
Ambience Mall,Subhash Chowk,4,2,1,892.0,14.33,372.67,50.0,25.0
Civil Lines Gurgaon,Pataudi Chowk,4,2,0,933.0,18.55,408.0,50.0,0.0
Uttam Nagar,Kashmere Gate ISBT,4,3,1,1801.0,25.96,600.33,75.0,25.0
Old Gurgaon,Jasola,4,3,0,866.0,15.45,314.25,75.0,0.0
Ambience Mall,Subhash Nagar,4,2,2,877.0,21.67,438.5,50.0,50.0
Chirag Delhi,Greater Noida,4,4,0,1161.0,21.25,290.25,100.0,0.0
Anand Vihar,Rohini,4,1,2,874.0,13.2,919.0,25.0,50.0
Civil Lines Gurgaon,Panchsheel Park,4,1,2,163.0,16.73,519.0,25.0,50.0
Civil Lines Gurgaon,Palam Vihar,4,1,3,125.0,31.69,125.0,25.0,75.0
Old Gurgaon,Jhilmil,4,3,1,1439.0,39.31,479.67,75.0,25.0
Okhla,Tis Hazari,4,4,0,1263.0,42.9,315.75,100.0,0.0
Okhla,Tilak Nagar,4,1,2,156.0,20.32,160.0,25.0,50.0
Okhla,Meerut,4,2,1,1198.0,28.44,599.0,50.0,25.0
Uttam Nagar,Samaypur Badli,4,2,2,1229.0,34.44,614.5,50.0,50.0
Okhla,Udyog Bhawan,4,3,1,984.0,28.8,328.0,75.0,25.0
Sadar Bazar Gurgaon,Aya Nagar,4,1,3,724.0,21.25,724.0,25.0,75.0
Civil Lines Gurgaon,Saket,4,3,0,1756.0,27.24,585.33,75.0,0.0
Raj Nagar Extension,Panchsheel Park,4,2,1,4315.0,31.51,1517.0,50.0,25.0
Anand Vihar,Lok Kalyan Marg,4,3,0,1273.0,28.65,424.33,75.0,0.0
Chirag Delhi,Preet Vihar,4,1,2,1188.0,23.17,1040.0,25.0,50.0
Civil Lines Gurgaon,Chirag Delhi,4,3,0,1560.0,19.5,553.25,75.0,0.0
Uttam Nagar,New Colony,4,4,0,1100.0,27.6,275.0,100.0,0.0
Okhla,Maidan Garhi,4,4,0,1410.0,26.86,352.5,100.0,0.0
Old Gurgaon,Saket,4,3,0,459.0,10.21,153.0,75.0,0.0
Chirag Delhi,Pitampura,4,2,1,552.0,31.18,276.0,50.0,25.0
Ramesh Nagar,Ghitorni Village,4,3,0,2141.0,17.63,882.25,75.0,0.0
Civil Lines Gurgaon,Rajouri Garden,4,4,0,1394.0,22.82,348.5,100.0,0.0
Ramesh Nagar,Kherki Daula Toll,4,4,0,1117.0,26.36,279.25,100.0,0.0
Welcome,Jhilmil,4,2,1,731.0,26.86,388.0,50.0,25.0
Uttam Nagar,Gurgaon Railway Station,4,3,1,2162.0,10.05,720.67,75.0,25.0
Anand Vihar,Golf Course Road,4,3,1,1465.0,35.64,488.33,75.0,25.0
RK Puram,Vinobapuri,4,3,0,1695.0,32.59,565.0,75.0,0.0
Uttam Nagar,Nirman Vihar,4,3,0,1526.0,26.44,573.75,75.0,0.0
Chirag Delhi,Dwarka Mor,4,2,1,746.0,14.89,373.0,50.0,25.0
Old Gurgaon,Rohini East,4,4,0,2565.0,20.14,641.25,100.0,0.0
Uttam Nagar,Kaushambi,4,1,3,1353.0,33.22,1353.0,25.0,75.0
Chirag Delhi,Udyog Bhawan,4,4,0,1306.0,24.28,326.5,100.0,0.0
Azadpur,Mansarovar Park,4,2,2,470.0,13.63,235.0,50.0,50.0
Ambience Mall,Manesar,4,1,1,953.0,12.58,627.5,25.0,25.0
Noida Film City,Dwarka Mor,4,2,2,728.0,26.6,364.0,50.0,50.0
Noida Film City,Delhi Gate,4,2,1,1729.0,12.18,864.5,50.0,25.0
Delhi Gate,Central Secretariat,4,2,0,742.0,25.11,265.33,50.0,0.0
Rajiv Nagar,Mundka,4,3,1,1624.0,25.99,541.33,75.0,25.0
Rajiv Nagar,Munirka,4,4,0,2687.0,27.39,671.75,100.0,0.0
Adarsh Nagar,Kadarpur,4,1,2,652.0,22.09,415.5,25.0,50.0
Delhi Gate,DLF Phase 3,4,3,0,3438.0,21.29,1146.0,75.0,0.0
Delhi Gate,Ghitorni,4,4,0,1251.0,27.33,312.75,100.0,0.0
Delhi Gate,Ghitorni Village,4,4,0,1876.0,30.15,469.0,100.0,0.0
Noida Film City,Chandni Chowk,4,3,0,1877.0,21.15,625.67,75.0,0.0
Delhi Gate,Green Park,4,2,2,1408.0,10.09,704.0,50.0,50.0
Delhi Gate,Gurgaon Railway Station,4,3,1,1827.0,20.02,609.0,75.0,25.0
Adarsh Nagar,Jor Bagh,4,3,0,1412.0,23.26,470.67,75.0,0.0
Noida Film City,Bhikaji Cama Place,4,4,0,940.0,23.31,235.0,100.0,0.0
Adarsh Nagar,Jasola,4,3,1,2072.0,19.0,690.67,75.0,25.0
Udyog Vihar,Sonipat,4,1,2,1551.0,19.96,1551.0,25.0,50.0
Saidulajab,Panchsheel Park,4,2,2,1774.0,23.03,887.0,50.0,50.0
Adarsh Nagar,Jahangirpuri,4,1,2,226.0,13.53,230.5,25.0,50.0
Delhi Gate,Bahadurgarh,4,4,0,2346.0,26.01,586.5,100.0,0.0
Yamuna Bank,Narsinghpur,4,2,0,578.0,22.63,260.0,50.0,0.0
Delhi Gate,INA Market,4,3,0,1975.0,19.05,506.25,75.0,0.0
Noida Film City,Dwarka Sector 21,4,2,2,291.0,17.16,145.5,50.0,50.0
Adarsh Nagar,Noida Film City,4,2,2,1101.0,30.16,550.5,50.0,50.0
Rajiv Nagar,Khan Market,4,2,1,469.0,32.16,303.33,50.0,25.0
DLF Phase 3,Vaishali,4,2,1,1020.0,38.67,510.0,50.0,25.0
Rajiv Nagar,Khandsa,4,3,0,1421.0,16.97,419.5,75.0,0.0
Udyog Vihar,Vidhan Sabha,4,3,1,2542.0,29.1,847.33,75.0,25.0
Udyog Vihar,Vasant Kunj,4,2,1,1029.0,46.34,514.5,50.0,25.0
Rajiv Nagar,Kherki Daula Toll,4,2,2,1373.0,39.67,686.5,50.0,50.0
Rajiv Nagar,Lal Quila,4,4,0,690.0,19.77,172.5,100.0,0.0
Noida Film City,Green Park,4,3,1,794.0,30.85,264.67,75.0,25.0
Yamuna Bank,Maidan Garhi,4,1,2,1176.0,14.98,1176.0,25.0,50.0
Delhi Gate,Anand Vihar,4,3,1,2370.0,12.96,790.0,75.0,25.0
Udyog Vihar,Uttam Nagar,4,2,2,880.0,32.16,440.0,50.0,50.0
Delhi Gate,Arjangarh,4,3,1,1525.0,12.87,508.33,75.0,25.0
Delhi Gate,Aya Nagar,4,4,0,1548.0,22.42,387.0,100.0,0.0
Yamuna Bank,Manesar,4,3,0,1363.0,18.7,482.75,75.0,0.0
Adarsh Nagar,Kherki Daula Toll,4,0,3,0.0,18.38,550.0,0.0,75.0
Noida Film City,Ghaziabad,4,1,1,827.0,11.71,483.33,25.0,25.0
Adarsh Nagar,Indirapuram,4,3,0,1329.0,28.91,443.0,75.0,0.0
Noida Film City,Aya Nagar,4,4,0,1875.0,7.03,468.75,100.0,0.0
DLF Phase 3,Sultanpur,4,2,1,727.0,11.31,416.33,50.0,25.0
Noida Extension,Sushant Lok,4,1,2,876.0,25.36,545.0,25.0,50.0
Delhi Gate,Munirka,4,3,1,1706.0,14.87,568.67,75.0,25.0
Rajiv Nagar,Panipat,4,2,1,415.0,20.24,217.67,50.0,25.0
Adarsh Nagar,Ghaziabad,4,1,2,143.0,31.89,263.5,25.0,50.0
Noida Extension,Sonipat,4,1,3,462.0,33.1,462.0,25.0,75.0
Delhi Gate,Noida Film City,4,2,2,618.0,29.64,309.0,50.0,50.0
Saidulajab,Rajouri Garden,4,2,1,1159.0,23.69,894.0,50.0,25.0
Delhi Gate,Noida Sector 18,4,1,1,682.0,22.82,536.0,25.0,25.0
Delhi Gate,Noida Sector 62,4,2,2,1472.0,19.81,736.0,50.0,50.0
Adarsh Nagar,Dwarka Mor,4,4,0,2999.0,34.18,749.75,100.0,0.0
Delhi Gate,Panchsheel Park,4,2,1,520.0,18.77,292.33,50.0,25.0
Adarsh Nagar,Delhi Gate,4,3,0,1305.0,40.9,435.0,75.0,0.0
Rajiv Nagar,Preet Vihar,4,4,0,1389.0,18.02,347.25,100.0,0.0
Noida Extension,Seelampur,4,4,0,1339.0,19.71,334.75,100.0,0.0
Adarsh Nagar,DLF City Court,4,2,2,814.0,18.5,407.0,50.0,50.0
Noida Extension,Sarojini Nagar,4,1,1,581.0,49.91,581.0,25.0,25.0
Delhi Gate,Patel Chowk,4,3,0,1435.0,28.69,478.33,75.0,0.0
Delhi Gate,Pitampura,4,4,0,2344.0,44.64,586.0,100.0,0.0
Udyog Vihar,Rithala,4,2,1,898.0,24.95,550.0,50.0,25.0
Noida Extension,Tagore Garden,4,2,0,1998.0,12.24,686.0,50.0,0.0
Adarsh Nagar,INA Market,4,4,0,2779.0,31.23,694.75,100.0,0.0
Noida Extension,Tilak Nagar,4,3,1,2792.0,32.88,930.67,75.0,25.0
Delhi Gate,Indraprastha,4,2,1,1097.0,21.37,753.33,50.0,25.0
Delhi Gate,Jahangirpuri,4,4,0,2129.0,17.9,532.25,100.0,0.0
Delhi Gate,Jhilmil,4,3,1,873.0,21.02,291.0,75.0,25.0
Saidulajab,Pragati Maidan,4,2,1,985.0,24.65,653.0,50.0,25.0
Delhi Gate,Jor Bagh,4,3,1,3876.0,32.8,1292.0,75.0,25.0
Saidulajab,Pulbangash,4,4,0,1268.0,28.0,317.0,100.0,0.0
Delhi Gate,Keshav Puram,4,2,2,709.0,21.67,354.5,50.0,50.0
Delhi Gate,Laxmi Nagar,4,2,1,1016.0,27.14,508.0,50.0,25.0
Adarsh Nagar,IFFCO Chowk,4,2,0,1269.0,27.61,509.67,50.0,0.0
Noida Extension,Welcome,4,2,1,1264.0,36.55,632.0,50.0,25.0
Saidulajab,RK Puram,4,2,1,963.0,16.13,481.5,50.0,25.0
Delhi Gate,MG Road,4,0,2,0.0,16.39,859.0,0.0,50.0
Noida Extension,Vasant Kunj,4,4,0,2029.0,28.73,507.25,100.0,0.0
Noida Extension,Uttam Nagar,4,2,2,357.0,5.16,178.5,50.0,50.0
Udyog Vihar,Sadar Bazar Gurgaon,4,4,0,3608.0,39.77,902.0,100.0,0.0
Saidulajab,Raj Nagar Extension,4,4,0,2160.0,27.63,540.0,100.0,0.0
Noida Extension,Udyog Bhawan,4,3,1,2267.0,30.89,755.67,75.0,25.0
DLF Phase 3,Tagore Garden,4,2,1,1263.0,10.21,631.5,50.0,25.0
Adarsh Nagar,Noida Sector 18,4,3,0,750.0,27.41,250.0,75.0,0.0
Saidulajab,Saket,4,3,1,1397.0,36.6,465.67,75.0,25.0
Adarsh Nagar,Udyog Vihar Phase 4,4,3,0,1004.0,15.74,491.5,75.0,0.0
Rajiv Nagar,GTB Nagar,4,3,0,2163.0,19.63,647.75,75.0,0.0
Rajouri Garden,Rajiv Nagar,4,4,0,1946.0,28.52,486.5,100.0,0.0
Rajiv Nagar,Golf Course Road,4,1,2,264.0,18.44,242.5,25.0,50.0
Rajiv Nagar,Govindpuri,4,3,0,1910.0,16.87,520.0,75.0,0.0
Noida Film City,Rajiv Chowk,4,2,2,1568.0,46.86,784.0,50.0,50.0
DLF Phase 3,Greater Noida,4,0,3,0.0,18.09,693.0,0.0,75.0
DLF Phase 3,Green Park,4,4,0,2410.0,32.8,602.5,100.0,0.0
Udyog Vihar Phase 4,Golf Course Road,4,2,1,273.0,21.32,136.5,50.0,25.0
Yamuna Bank,India Gate,4,3,0,2272.0,14.1,673.75,75.0,0.0
DLF Phase 3,Gurgaon Sector 29,4,2,2,1353.0,29.16,676.5,50.0,50.0
Adarsh Nagar,Sikanderpur,4,3,0,1276.0,32.16,425.33,75.0,0.0
Noida Film City,Pulbangash,4,4,0,3171.0,37.69,792.75,100.0,0.0
DLF Phase 3,Gwal Pahari,4,4,0,2003.0,29.92,500.75,100.0,0.0
DLF Phase 3,Hero Honda Chowk,4,3,0,1357.0,8.74,494.25,75.0,0.0
DLF Phase 3,IGI Airport,4,2,1,831.0,31.8,415.5,50.0,25.0
DLF Phase 3,Janakpuri,4,2,1,1425.0,18.8,575.33,50.0,25.0
Udyog Vihar Phase 4,Delhi Gate,4,4,0,1455.0,31.6,363.75,100.0,0.0
DLF Phase 3,Dwarka Mor,4,4,0,1895.0,31.87,473.75,100.0,0.0
DLF Phase 3,Civil Lines Gurgaon,4,1,3,291.0,34.38,291.0,25.0,75.0
Adarsh Nagar,Rohini West,4,4,0,1095.0,22.18,273.75,100.0,0.0
Yamuna Bank,IIT Delhi,4,3,0,2208.0,19.71,671.5,75.0,0.0
Noida Film City,Tughlakabad,4,4,0,2993.0,17.49,748.25,100.0,0.0
Rajiv Nagar,Botanical Garden,4,2,1,1113.0,29.1,556.5,50.0,25.0
Noida Film City,Tilak Nagar,4,3,0,1875.0,26.26,663.5,75.0,0.0
Akshardham,Ardee City,4,2,2,784.0,24.06,392.0,50.0,50.0
Udyog Vihar Phase 4,Gwal Pahari,4,3,1,5659.0,18.32,1886.33,75.0,25.0
Rajiv Nagar,Connaught Place,4,1,1,287.0,45.69,287.0,25.0,25.0
DLF Phase 3,Barakhamba Road,4,1,3,473.0,29.5,473.0,25.0,75.0
Noida Film City,Sikanderpur,4,3,0,1946.0,26.99,648.67,75.0,0.0
Yamuna Bank,IFFCO Chowk,4,3,1,1445.0,16.71,481.67,75.0,25.0
Rajouri Garden,Rohini East,4,2,1,1578.0,29.06,664.33,50.0,25.0
DLF Phase 3,Bhiwadi,4,2,1,1568.0,29.71,579.33,50.0,25.0
Saidulajab,Kherki Daula Toll,4,4,0,4762.0,14.28,1190.5,100.0,0.0
Udyog Vihar Phase 4,Gurgaon Sector 56,4,2,1,555.0,19.56,277.5,50.0,25.0
Saidulajab,Kirti Nagar,4,3,1,1023.0,29.55,341.0,75.0,25.0
DLF Phase 3,Chanakyapuri,4,3,0,1751.0,13.39,528.25,75.0,0.0
Noida Film City,Sarai Kale Khan,4,4,0,2661.0,21.92,665.25,100.0,0.0
Yamuna Bank,IGNOU Road,4,3,1,1159.0,36.21,386.33,75.0,25.0
Udyog Vihar Phase 4,Connaught Place,4,2,2,640.0,9.55,320.0,50.0,50.0
DLF Phase 3,Kashmere Gate ISBT,4,2,2,1411.0,27.16,705.5,50.0,50.0
Udyog Vihar Phase 4,Akshardham,4,1,2,352.0,10.61,642.0,25.0,50.0
Adarsh Nagar,Pragati Maidan,4,3,0,1293.0,18.94,640.25,75.0,0.0
Rajouri Garden,Preet Vihar,4,2,2,499.0,14.68,249.5,50.0,50.0
Noida Film City,Keshav Puram,4,1,2,562.0,8.05,562.0,25.0,50.0
DLF Phase 3,Rohini East,4,3,1,1195.0,6.16,398.33,75.0,25.0
Udyog Vihar Phase 4,Badshahpur,4,2,1,1262.0,13.77,484.33,50.0,25.0
Noida Film City,Karol Bagh,4,2,2,326.0,22.6,163.0,50.0,50.0
Rajiv Nagar,Jor Bagh,4,2,1,1200.0,36.62,600.0,50.0,25.0
Noida Film City,Kadarpur,4,2,1,1037.0,20.43,678.33,50.0,25.0
Udyog Vihar Phase 4,Ashok Park Main,4,3,1,695.0,23.3,231.67,75.0,25.0
Adarsh Nagar,Palam Vihar,4,3,0,813.0,25.31,271.0,75.0,0.0
DLF Phase 3,Sarai Kale Khan,4,3,1,1049.0,34.78,349.67,75.0,25.0
Rajiv Nagar,Kalkaji,4,1,2,75.0,14.26,75.0,25.0,50.0
Noida Film City,Indraprastha,4,2,2,326.0,35.16,163.0,50.0,50.0
Noida Film City,Indirapuram,4,3,1,1687.0,33.99,562.33,75.0,25.0
Noida Film City,India Gate,4,2,2,690.0,8.07,345.0,50.0,50.0
Yamuna Bank,Kirti Nagar,4,4,0,1834.0,23.84,458.5,100.0,0.0
Adarsh Nagar,Okhla,4,4,0,1358.0,22.64,339.5,100.0,0.0
Rajouri Garden,Peeragarhi,4,3,1,1176.0,32.82,392.0,75.0,25.0
Noida Film City,Khandsa,4,1,1,294.0,29.9,483.0,25.0,25.0
DLF Phase 3,Qutub Minar,4,2,1,1263.0,28.46,631.5,50.0,25.0
Rajiv Nagar,IGI Airport,4,1,2,400.0,45.96,400.0,25.0,50.0
DLF Phase 3,Preet Vihar,4,3,1,1201.0,27.46,400.33,75.0,25.0
DLF Phase 3,Lal Quila,4,3,1,1285.0,31.72,428.33,75.0,25.0
DLF Phase 3,Laxmi Nagar,4,2,0,1849.0,9.64,797.0,50.0,0.0
DLF Phase 3,MG Road,4,3,0,1037.0,16.18,405.25,75.0,0.0
DLF Phase 3,Mehrauli,4,3,0,1131.0,15.58,377.0,75.0,0.0
DLF Phase 3,Model Town,4,2,1,497.0,11.44,241.33,50.0,25.0
DLF Phase 3,Moolchand,4,3,0,1376.0,9.05,642.25,75.0,0.0
Noida Film City,Moolchand,4,3,1,709.0,22.19,236.33,75.0,25.0
Rajiv Nagar,IIT Delhi,4,3,0,2274.0,38.0,758.0,75.0,0.0
Noida Film City,Meerut,4,2,2,1517.0,19.21,758.5,50.0,50.0
Noida Film City,Mansarovar Park,4,3,1,1996.0,25.02,665.33,75.0,25.0
Rajiv Nagar,ITO,4,3,1,1232.0,25.52,410.67,75.0,25.0
DLF Phase 3,Noida Sector 18,4,4,0,2353.0,24.25,588.25,100.0,0.0
Adarsh Nagar,Qutub Minar,4,3,1,1883.0,35.25,627.67,75.0,25.0
DLF Phase 3,Paharganj,4,3,1,1798.0,33.71,599.33,75.0,25.0
Rajiv Nagar,India Gate,4,2,2,1248.0,27.6,624.0,50.0,50.0
DLF Phase 3,Pitampura,4,2,1,694.0,27.48,347.0,50.0,25.0
Yamuna Bank,Kaushambi,4,1,2,1234.0,26.74,788.5,25.0,50.0
Udyog Vihar,Rajiv Chowk,4,2,1,1614.0,25.04,807.0,50.0,25.0
Saidulajab,Saket A Block,4,3,1,1533.0,26.63,511.0,75.0,25.0
Yamuna Bank,Gurgaon Sector 29,4,2,2,217.0,33.55,108.5,50.0,50.0
Saket,Ambience Mall,4,2,0,1496.0,11.33,633.0,50.0,0.0
Noida Extension,Barakhamba Road,4,4,0,1689.0,37.09,422.25,100.0,0.0
Dilshad Garden,Okhla,4,1,1,91.0,30.84,183.5,25.0,25.0
Dilshad Garden,Old Gurgaon,4,1,3,973.0,49.57,973.0,25.0,75.0
Udyog Vihar,Kalkaji,4,2,1,1487.0,31.58,743.5,50.0,25.0
Saket,Ardee City,4,3,1,976.0,24.59,325.33,75.0,25.0
Noida Extension,Aya Nagar,4,2,2,1148.0,33.44,574.0,50.0,50.0
AIIMS,Greater Noida,4,3,1,1929.0,14.3,643.0,75.0,25.0
AIIMS,Golf Course Road,4,3,0,1066.0,18.67,355.33,75.0,0.0
Rajouri Garden,GTB Nagar,4,4,0,2457.0,27.02,614.25,100.0,0.0
Rajouri Garden,Ghaziabad,4,1,3,467.0,20.18,467.0,25.0,75.0
AIIMS,Dwarka Mor,4,3,0,2128.0,14.96,764.5,75.0,0.0
Noida Extension,Ardee City,4,2,2,1574.0,37.89,787.0,50.0,50.0
Noida Extension,Anand Vihar,4,2,2,1074.0,22.64,537.0,50.0,50.0
Dilshad Garden,Punjabi Bagh,4,4,0,2009.0,24.75,502.25,100.0,0.0
Noida Extension,Adarsh Nagar,4,4,0,1332.0,16.51,333.0,100.0,0.0
Noida Extension,AIIMS,4,1,2,160.0,14.17,160.0,25.0,50.0
Dilshad Garden,Rajiv Nagar,4,2,1,1640.0,16.02,662.67,50.0,25.0
Saket,Anand Vihar ISBT,4,3,1,1761.0,29.61,587.0,75.0,25.0
Dilshad Garden,Noida Sector 18,4,2,1,1674.0,14.18,576.0,50.0,25.0
Saket,Ashok Vihar,4,3,1,594.0,33.97,198.0,75.0,25.0
Noida Extension,Chanakyapuri,4,3,1,2149.0,21.61,716.33,75.0,25.0
AIIMS,Kirti Nagar,4,3,0,1043.0,30.84,424.25,75.0,0.0
AIIMS,Keshav Puram,4,1,3,491.0,22.49,491.0,25.0,75.0
Dilshad Garden,Lal Quila,4,4,0,1186.0,30.22,296.5,100.0,0.0
Yamuna Bank,Seelampur,4,3,0,560.0,23.76,186.67,75.0,0.0
Yamuna Bank,Shahdara,4,3,1,1370.0,22.68,456.67,75.0,25.0
Udyog Vihar,Khan Market,4,2,1,1037.0,31.79,644.67,50.0,25.0
Dilshad Garden,Malviya Nagar,4,2,1,3276.0,22.62,1309.67,50.0,25.0
Noida Extension,GTB Nagar,4,1,1,756.0,15.87,515.0,25.0,25.0
Rajouri Garden,Lok Kalyan Marg,4,3,1,1813.0,38.31,604.33,75.0,25.0
